86|89.4498270329625
2|15.517357970463763
-99|-5.9632640078596495
-60|29.833359858730034
46|-67.62924102095397
-39|-0.641941531544461
73|25.89699726589319
6|61.69164347783297
90|-97.25902579659996
26|53.95190415823936
-93|-6.603876534750654
26|-78.38914117213758
-38|-1.6939829231587282
25|94.81122518560352
59|-11.971345085260594
-8|-83.2789351397847
60|-69.09215879064456
-38|47.533913686365565
-52|-18.137915348039485
14|-48.85097690277605
3|-0.08278225775499948
-34|-52.322512913927795
23|41.054283075486495
70|51.359114193951086
72|-83.51424961509252
-34|-47.96317124068845
-18|25.367392193144497
89|33.965313733553614
30|-46.08539205754172
-42|-44.91319355565688
27|-15.512816465279727
65|23.28009300930043
-10|-70.90923033448773
22|-37.759373265928865
34|-50.934832302747665
30|-95.20957534390773
62|83.75558442421277
-76|-63.5830520004534
-22|3.4750951130805277
17|-95.91588688170249
20|98.44990973295907
-11|-5.909457024845196
100|-94.65327409875852
-34|-34.61587283539478
-34|68.5910134683603
32|-17.34589056099729
-2|53.30249184238912
-35|-87.76236992166506
13|-83.25248814306754
2|59.790035527264564
50|69.0677076760901
-48|-89.56158673352223
40|34.70974673291667
-95|49.88411498054663
61|54.44551460895306
-72|78.86044663970233
-71|-58.255216500183906
28|-86.13250083725057
16|7.479255846919415
21|-67.51511465578128
63|-39.07083437815133
4|-29.901383407024085
-64|-44.40344267566514
-12|3.9841789525505362
37|-25.31182731812305
-86|-43.60741706554647
-62|90.22890619387331
-43|6.571161530097186
40|72.28370218782658
-93|24.867508243940776
20|-90.87292798122833
-4|-33.968821178594794
-60|-51.810005293847205
16|-88.24207936066404
-93|-10.360875803611762
-19|-71.74986530861176
-78|85.88177691336597
-18|-84.2347219831628
11|79.24396553857113
-45|1.7264549140986674
70|-64.68956675103846
90|3.658950236502534
8|-39.45531116428651
-27|-92.21792848787452
40|-65.61331467332785
34|-35.23327100161187
-99|-70.76363558121703
-44|26.64626876259726
79|-77.57122556231562
25|31.218433399845082
41|-28.316801986781144
16|65.94240742870844
-47|13.73525359309069
-89|-10.552640117160777
61|67.1598151413069
-2|20.269294359274397
59|-25.586697126546937
74|48.564499793416275
60|-87.30397484806281
-35|15.91264280364777
